customer_id,gender,senior_citizen,partner,dependents,count,country,state,city,zip_code,lat_long,latitude,longitude,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,contract,tenure_months,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason
5535-WARS,Female,No,Yes,No,1,United States,California,East Geraldton,90075,"-12.031830, -6.594993",38.5832565,6.1179,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,No,Bank transfer,Month-to-month,69,113.7,7845.3,No,0,78,4900,
1633-YVQU,Male,Yes,No,Yes,1,United States,California,New Lee,42450,"15.688367, 1.268113",-46.8626045,-66.762689,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Bank transfer,One year,28,81.57,2283.96,No,0,17,5420,
3150-IBYT,Male,No,Yes,Yes,1,United States,California,New Bonniemouth,41076,"11.299049, 174.528117",48.503325,158.923242,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,No,Electronic check,Month-to-month,15,63.24,948.6,Yes,1,8,6811,Price too high
6151-TYWH,Female,No,Yes,Yes,1,United States,California,Weaverside,31567,"36.103041, -176.532692",-65.6046815,-4.925539,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,No,Credit card,Two year,12,30.15,361.8,Yes,1,71,3275,Competitor made better offer
9697-UFXK,Female,Yes,No,No,1,United States,California,Thomasmouth,28710,"-54.306491, 103.686898",78.0687505,78.548132,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,No,Bank transfer,Month-to-month,20,46.15,923.0,No,0,96,5952,
9628-CQEM,Female,Yes,Yes,Yes,1,United States,California,West Trevorside,14734,"-4.936522, -155.968330",-42.5942955,46.38931,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,25,86.29,2157.25,No,0,27,3920,
8371-MWTD,Male,Yes,No,Yes,1,United States,California,East Jenniferstad,09905,"77.422746, 178.716622",19.286674,165.95129,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Yes,Bank transfer,One year,39,37.78,1473.42,No,0,89,2885,
7321-SQYI,Male,No,Yes,No,1,United States,California,New Michaelborough,16386,"48.5529755, -9.868529",69.1909585,142.472784,No,No,No,No internet service,No internet service,No,No,No,No internet service,No,Mailed check,Month-to-month,60,35.58,2134.8,No,0,19,4958,
4897-FENO,Female,Yes,No,No,1,United States,California,West Kimberly,12588,"71.788309, -101.091275",-11.978423,-102.791621,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Yes,Credit card,One year,27,50.41,1361.07,No,0,28,5310,
8887-BKFT,Male,Yes,No,No,1,United States,California,Andersonland,61204,"43.3329455, 19.023374",29.251785,-168.047948,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,Electronic check,Two year,54,39.1,2111.4,Yes,1,35,7735,Price too high
9484-DNHK,Male,No,Yes,No,1,United States,California,North Stephanie,90980,"81.297093, -51.492550",8.317899,84.707881,No,No,DSL,No,No,No,Yes,No internet service,Yes,No,Bank transfer,Month-to-month,57,85.8,4890.6,No,0,67,4069,
4328-XGFY,Male,No,Yes,No,1,United States,California,Schultzton,11529,"43.7506145, 103.422692",65.3768095,-118.556068,No,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Mailed check,Two year,21,109.77,2305.17,Yes,1,43,2908,Moved
2267-NXCX,Female,No,Yes,No,1,United States,California,East Mark,25617,"-28.9031065, -4.808917",75.879462,-61.562828,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,No,Bank transfer,One year,60,74.4,4464.0,No,0,39,6292,
0652-OTEW,Female,No,No,Yes,1,United States,California,South Katie,60158,"53.712330, 141.418988",59.2675525,-150.493673,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Yes,Credit card,Two year,1,29.78,29.78,No,0,54,3719,
3572-AAUD,Male,Yes,No,Yes,1,United States,California,East Kaitlynburgh,19920,"-24.196741, -76.810104",-22.4323935,-22.948663,No,No,DSL,No,No internet service,Yes,No,No,Yes,No,Bank transfer,One year,6,83.55,501.3,Yes,1,6,4741,Price too high
3944-VNEJ,Female,Yes,No,Yes,1,United States,California,North Laura,41094,"57.0076685, 116.644628",23.161086,23.230048,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,Yes,Yes,Credit card,One year,40,50.8,2032.0,No,0,1,4852,
1489-UKPA,Female,No,Yes,Yes,1,United States,California,Lake Jeffrey,64509,"40.967798, 43.079648",37.794091,-72.142762,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,No,Electronic check,One year,2,41.61,83.22,Yes,1,57,6155,Price too high
7684-NSBN,Male,Yes,Yes,Yes,1,United States,California,Port Anthonyport,27975,"48.3361435, 123.468833",-14.350292,102.150643,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No,Yes,Bank transfer,One year,50,24.95,1247.5,No,0,90,6519,
1837-ICUE,Female,Yes,No,No,1,United States,California,Jenniferfort,52260,"-23.8992995, -173.899141",51.4103925,-127.553992,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Electronic check,Two year,10,39.42,394.2,Yes,1,53,4441,Moved
1321-ABJC,Male,No,Yes,No,1,United States,California,Perezfort,02208,"21.267958, 36.185562",46.2464815,172.798742,No,No phone service,No,No,No,Yes,Yes,Yes,No internet service,Yes,Mailed check,One year,68,107.96,7341.28,Yes,1,88,5881,Competitor made better offer
9080-QPMJ,Male,Yes,No,No,1,United States,California,New Evanstad,56579,"20.3330525, 67.641020",-65.3709875,176.416134,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,No,Mailed check,One year,62,94.83,5879.46,No,0,44,5392,
9865-CCGJ,Male,No,No,Yes,1,United States,California,West Johnberg,95840,"-49.3495515, 48.969842",4.8983645,177.517926,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Yes,Credit card,One year,50,56.43,2821.5,Yes,1,35,2975,Moved
5550-XLIS,Male,No,Yes,No,1,United States,California,Lanemouth,08456,"5.4194525, -98.592833",54.9661635,-109.826005,No,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,Credit card,Two year,35,111.81,3913.35,No,0,19,6301,
6554-SABD,Female,Yes,No,No,1,United States,California,South Garrett,81076,"-79.630040, -125.673938",40.326846,165.583944,No,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,No,Electronic check,One year,52,116.13,6038.76,No,0,68,5999,
2355-MGVH,Male,No,No,Yes,1,United States,California,Williamsfort,39160,"-50.7342105, 102.178401",-4.531865,78.598821,No,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No,No,Electronic check,Month-to-month,60,38.96,2337.6,Yes,1,0,3755,Price too high
4702-ICER,Female,Yes,Yes,Yes,1,United States,California,Lake Kelly,83247,"-37.7573655, 96.858716",47.3834315,97.993249,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Yes,Mailed check,One year,40,25.85,1034.0,No,0,19,4168,
5074-AKQE,Male,No,No,No,1,United States,California,Lake Kristinview,10344,"79.2241345, -0.403104",-10.512008,-128.74724,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Mailed check,Month-to-month,16,39.96,639.36,Yes,1,43,2211,
9540-SSHF,Male,Yes,No,No,1,United States,California,East Douglastown,61053,"-18.174160, -137.796027",-75.321625,-34.251309,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,63,59.72,3762.36,No,0,10,5174,
9467-LUOW,Male,No,Yes,No,1,United States,California,West Ryanstad,27650,"-51.2403465, 97.823566",-27.2886715,59.686083,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Yes,Mailed check,Two year,55,29.07,1598.85,Yes,1,36,5067,Competitor made better offer
4450-UPTC,Male,Yes,No,No,1,United States,California,South Robertborough,84486,"40.4512765, -155.214985",4.6206285,173.896995,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,No,Bank transfer,Month-to-month,12,71.46,857.52,No,0,14,4584,
5996-VRMS,Female,No,Yes,Yes,1,United States,California,Lake Angela,23565,"-21.9069675, -15.443062",-33.2410635,-45.677215,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,No,Electronic check,One year,60,93.33,5599.8,No,0,87,7320,
3861-WYJV,Male,No,Yes,Yes,1,United States,California,West Tracy,63611,"-11.642087, 39.462632",-67.496596,-127.685146,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Yes,Bank transfer,Two year,72,85.64,6166.08,No,0,56,6413,
5812-EANQ,Male,Yes,Yes,No,1,United States,California,Cabreraville,53690,"-79.912134, -119.155842",42.907422,64.450328,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Yes,Bank transfer,One year,31,101.59,3149.29,No,0,43,2826,
3442-CMKK,Male,Yes,No,No,1,United States,California,Lake Jacquelineland,32402,"1.9279635, -76.571513",7.6477365,-153.005767,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card,Month-to-month,34,61.55,2092.7,No,0,57,2899,
5712-DIXU,Male,Yes,No,Yes,1,United States,California,Danielfurt,11803,"-54.1583305, -20.685149",20.8909545,-126.77062,No,No,DSL,Yes,No,Yes,No internet service,No,No,Yes,Bank transfer,Two year,58,40.85,2369.3,No,0,65,3917,
5192-KIEA,Male,No,No,No,1,United States,California,Port Kristentown,48877,"-41.443902, -140.620912",86.1959915,-13.64214,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,No,Mailed check,Month-to-month,54,20.44,1103.76,No,0,9,6525,
3890-DNER,Female,No,Yes,Yes,1,United States,California,Kerrfort,64994,"-15.790877, -108.667347",-19.602799,-48.653078,No,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No,No,Credit card,Month-to-month,36,111.07,3998.52,Yes,1,43,7353,Competitor made better offer
2895-MLQO,Male,No,No,Yes,1,United States,California,East Shanemouth,70552,"-37.630713, -97.858568",16.3266,126.973921,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,Mailed check,One year,4,91.12,364.48,Yes,1,79,2431,Moved
7760-XPII,Male,No,Yes,No,1,United States,California,New Ericfurt,33079,"-26.4612415, 119.367108",72.826265,-109.936838,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Yes,Electronic check,One year,50,73.67,3683.5,Yes,1,3,5020,Price too high
4401-WPMV,Male,No,Yes,Yes,1,United States,California,East Rachel,12202,"49.2808035, -1.267519",74.218989,-118.943809,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Yes,Electronic check,One year,71,42.48,3016.08,Yes,1,71,7996,Price too high
3849-ECYA,Male,Yes,Yes,Yes,1,United States,California,Rivasberg,82154,"-38.0895425, 133.491649",-26.4354245,111.361874,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Yes,Bank transfer,Month-to-month,4,53.18,212.72,No,0,22,6711,
3440-RBFZ,Female,No,No,No,1,United States,California,South Edwardberg,72376,"52.570209, -158.941267",-17.9131305,4.869652,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,No,Mailed check,Month-to-month,2,64.62,129.24,No,0,29,2601,
3162-YHFR,Female,Yes,No,Yes,1,United States,California,West Martin,68715,"8.5110385, -98.260224",8.3383745,-53.821213,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No,No,Mailed check,Month-to-month,49,29.21,1431.29,Yes,1,22,4283,Price too high
1932-HROY,Male,Yes,Yes,No,1,United States,California,Arianaborough,50955,"35.9550495, -19.926847",-87.1297875,89.242601,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Mailed check,One year,5,54.82,274.1,No,0,99,2493,
5950-RXOG,Female,Yes,No,Yes,1,United States,California,South Melanie,21396,"31.698012, -54.669256",80.4568075,109.884365,No,No phone service,No,Yes,No internet service,No,No,No internet service,No internet service,No,Mailed check,Two year,8,100.91,807.28,No,0,32,4750,
9711-VFWO,Male,Yes,Yes,No,1,United States,California,South Maxberg,05147,"-72.874005, -97.986710",46.8667875,-120.833994,Yes,No,No,No internet service,No,No internet service,No,No,Yes,No,Credit card,Month-to-month,21,114.43,2403.03,Yes,1,0,7622,Competitor made better offer
8581-YONX,Male,Yes,Yes,Yes,1,United States,California,West Kevinfort,32026,"89.8668285, -164.146364",36.514796,100.527058,No,Yes,Fiber optic,Yes,No,No,No,No internet service,No,No,Bank transfer,Month-to-month,17,112.48,1912.16,No,0,94,5659,
7371-CWIE,Male,No,No,No,1,United States,California,South Heatherport,86940,"70.931403, -16.379965",-29.375476,145.672545,No,No,No,Yes,No,Yes,Yes,No internet service,No internet service,No,Credit card,One year,11,25.39,279.29,No,0,43,2724,
5136-TTDK,Female,Yes,No,Yes,1,United States,California,Sextonshire,76176,"20.736364, 169.055761",31.2631945,19.924532,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,Electronic check,One year,12,69.63,835.56,No,0,55,7158,
1244-DVYP,Female,No,Yes,No,1,United States,California,Randolphhaven,44065,"75.6100435, 71.968939",-69.229499,-116.966109,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,No,Electronic check,Month-to-month,13,32.53,422.89,Yes,1,73,7377,Price too high
5756-XFID,Male,No,Yes,Yes,1,United States,California,Bellhaven,14609,"-50.7615375, 104.792185",72.006964,136.806079,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Yes,Credit card,Two year,26,104.84,2725.84,No,0,42,6596,
7636-GNZV,Female,Yes,No,Yes,1,United States,California,Virginiaport,99837,"88.823718, -126.084140",8.548149,174.864147,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Yes,Credit card,Month-to-month,14,36.89,516.46,Yes,1,49,4629,Moved
2196-SSKL,Male,No,No,No,1,United States,California,Joshuaport,32542,"-82.7170125, 157.493202",-78.9607045,141.367989,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,63,86.81,5469.03,No,0,61,3062,
6201-WRED,Male,Yes,Yes,No,1,United States,California,Lake Brenda,68824,"-66.3893005, 113.607511",-85.161543,-14.278103,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,No,Bank transfer,One year,15,33.68,505.2,No,0,97,4855,
5168-MNTE,Female,No,No,Yes,1,United States,California,Port Megan,35251,"79.5684385, 133.251991",7.275917,16.220535,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,No,Bank transfer,One year,67,42.09,2820.03,No,0,35,6882,
1798-NXTF,Male,Yes,No,No,1,United States,California,East Amy,28867,"-54.840310, 174.795460",-63.679056,-22.610875,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Yes,Electronic check,Month-to-month,61,99.63,6077.43,Yes,1,58,4419,Competitor made better offer
6278-FGVJ,Male,Yes,Yes,Yes,1,United States,California,North Brian,91969,"40.0088865, 173.061646",11.261861,175.324894,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,No,Bank transfer,Month-to-month,32,60.11,1923.52,Yes,1,16,4960,
2426-UYJO,Female,No,Yes,Yes,1,United States,California,South Brenda,52955,"-5.246729, 18.124177",72.970177,-143.013012,No,Yes,No,No internet service,Yes,No,No,No internet service,No,No,Credit card,One year,43,27.23,1170.89,No,0,81,4175,
2471-UXFF,Male,Yes,No,No,1,United States,California,West Stacey,85029,"78.473949, 110.527039",2.549205,-119.448368,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,No,Mailed check,Month-to-month,64,46.0,2944.0,No,0,27,5783,
2043-KABD,Male,No,No,No,1,United States,California,Maryview,03189,"-13.050787, -113.659041",73.3281745,-113.603071,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,No,Bank transfer,One year,16,41.99,671.84,No,0,91,4614,
4599-XMYM,Male,Yes,Yes,No,1,United States,California,South Tammy,16580,"25.147639, 88.580458",45.6142085,-129.490275,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Yes,Credit card,Month-to-month,8,114.82,918.56,No,0,59,2496,
6868-BFWA,Male,No,No,No,1,United States,California,South Elizabeth,15463,"7.6858435, -140.807079",26.3937385,-103.242357,No,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Mailed check,One year,36,111.74,4022.64,No,0,87,2197,
6134-AUVW,Female,No,No,Yes,1,United States,California,West Michaelland,13368,"-70.653868, 40.892634",-54.3567725,131.483864,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,One year,19,110.14,2092.66,Yes,1,16,2283,Moved
9840-QQTG,Male,No,No,No,1,United States,California,Loweville,96050,"12.2610555, 176.232076",-44.628286,130.803401,No,No phone service,DSL,No internet service,No,No,No,No,Yes,Yes,Credit card,Two year,32,58.28,1864.96,No,0,56,6032,
8585-VWNX,Female,No,Yes,Yes,1,United States,California,Deanview,44146,"-13.0220875, 31.928486",79.4433775,67.095388,No,No phone service,DSL,No,Yes,No,No,No internet service,No,Yes,Electronic check,One year,49,107.7,5277.3,Yes,1,18,6487,Price too high
8559-JEBS,Female,Yes,No,No,1,United States,California,Garciaside,97935,"-80.5412825, -153.491141",-70.746351,-58.188269,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,No,Bank transfer,Month-to-month,31,99.61,3087.91,Yes,1,0,4702,Competitor made better offer
2341-AXPJ,Male,Yes,Yes,No,1,United States,California,Youngborough,73393,"-59.0606735, -69.004242",58.145931,29.909262,Yes,No,DSL,No internet service,No,No,No internet service,No,No,No,Bank transfer,Two year,2,75.19,150.38,Yes,1,21,7477,
9872-KYVH,Male,Yes,Yes,Yes,1,United States,California,Loganberg,31310,"-53.185416, 80.643093",58.0818095,86.984018,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,Yes,Mailed check,Two year,67,64.46,4318.82,Yes,1,51,3639,Moved
4939-PHOY,Male,Yes,No,No,1,United States,California,Markburgh,07627,"6.583720, 128.019300",79.849036,108.999434,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Mailed check,Two year,48,43.91,2107.68,Yes,1,38,2692,Price too high
9254-HBOO,Female,No,No,Yes,1,United States,California,Stewartton,28730,"-16.3601365, 68.999909",-22.12813,-133.699142,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,No,Electronic check,Month-to-month,42,62.79,2637.18,Yes,1,17,3436,Moved
1955-PNZZ,Female,Yes,Yes,Yes,1,United States,California,North Ryan,20926,"-14.7156495, 19.320466",-41.376114,-155.142821,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Mailed check,Month-to-month,48,21.2,1017.6,Yes,1,10,7903,
0341-ZZPU,Female,No,Yes,No,1,United States,California,East Jasmine,74530,"-9.079502, 28.900492",-62.282974,71.305174,No,No,No,No,No internet service,Yes,No,Yes,No internet service,Yes,Bank transfer,One year,25,117.43,2935.75,No,0,16,3444,
7540-JVFG,Male,No,Yes,Yes,1,United States,California,Samuelmouth,83178,"-82.155334, -160.727185",5.960075,-149.514958,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,No,Mailed check,One year,71,34.15,2424.65,No,0,91,5726,
8989-LTBG,Female,Yes,No,No,1,United States,California,Kimberlyshire,96014,"9.0198095, 86.444888",-17.1492805,83.979808,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Yes,Electronic check,Two year,58,110.51,6409.58,Yes,1,48,4603,Moved
9723-VPEU,Male,No,Yes,No,1,United States,California,Michaelmouth,13171,"12.604220, 179.972762",28.1237455,22.241389,No,No phone service,DSL,No,No,Yes,No,Yes,No,No,Mailed check,One year,59,102.86,6068.74,Yes,1,81,7252,
7164-JOID,Female,No,No,Yes,1,United States,California,Lake Veronicaview,24976,"45.746326, 37.392614",36.829035,-67.736468,No,No,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,No,Credit card,Month-to-month,24,93.64,2247.36,No,0,93,2840,
7584-IGKV,Male,Yes,Yes,Yes,1,United States,California,West Michaelborough,11222,"-1.952357, -40.571030",-25.5523375,-113.832745,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No,No,Electronic check,One year,45,113.56,5110.2,Yes,1,22,6023,
5702-MBTN,Male,Yes,No,No,1,United States,California,Port Tonyastad,33239,"-41.7648165, 133.023652",77.057977,-91.094341,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,Yes,Yes,Bank transfer,Two year,46,81.1,3730.6,Yes,1,9,3505,Price too high
1627-VDCC,Male,Yes,Yes,Yes,1,United States,California,Jasminestad,60026,"69.151004, 16.530751",80.270091,-156.606229,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,No,Bank transfer,One year,55,41.49,2281.95,Yes,1,28,2336,Competitor made better offer
5020-AIPB,Male,No,Yes,Yes,1,United States,California,New Maria,93591,"-53.3961315, -73.626087",27.045152,38.817446,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,No,Mailed check,One year,7,54.96,384.72,No,0,22,5947,
1437-XHWQ,Male,No,No,Yes,1,United States,California,West Jameston,76305,"-85.5893065, -55.293202",24.371262,-108.599461,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Credit card,One year,66,60.98,4024.68,Yes,1,100,6700,Price too high
6967-KNUB,Male,Yes,Yes,Yes,1,United States,California,West Joseph,96708,"-87.657602, -56.489653",75.574648,47.579006,No,No phone service,DSL,Yes,No,No,No,No,No internet service,Yes,Mailed check,Month-to-month,52,112.15,5831.8,Yes,1,68,3133,
4922-CZYP,Male,Yes,Yes,No,1,United States,California,Nicoleberg,58660,"61.481372, 63.296128",-19.5181495,-4.208688,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,Yes,Mailed check,Two year,12,33.32,399.84,Yes,1,80,4441,
6718-CSSZ,Female,Yes,Yes,No,1,United States,California,Brewerville,68021,"-46.0235085, -169.923587",62.3816345,-120.069147,No,No phone service,No,Yes,Yes,No,No,No,No,No,Credit card,One year,11,78.94,868.34,Yes,1,60,6364,Moved
4257-DAJW,Male,No,No,Yes,1,United States,California,North Jesus,02432,"-75.5083185, -36.698629",37.199261,-59.869412,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Yes,Bank transfer,Two year,50,55.4,2770.0,Yes,1,79,2696,Price too high
0355-XBOF,Male,Yes,Yes,Yes,1,United States,California,New Elizabethtown,48556,"-72.677871, 87.305652",-24.49386,3.725936,No,No,DSL,No,Yes,No,No internet service,No,No internet service,Yes,Mailed check,Two year,63,35.0,2205.0,Yes,1,47,7162,Competitor made better offer
8586-ZLJG,Female,No,Yes,Yes,1,United States,California,North Jennifer,84056,"-3.8438015, 42.965411",88.077814,77.173334,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,No,Bank transfer,One year,41,35.33,1448.53,Yes,1,94,2699,Moved
4737-ISVK,Female,No,No,No,1,United States,California,Matthewberg,26099,"-77.282094, 102.597736",55.978515,-67.907735,No,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,No,Mailed check,One year,10,94.72,947.2,No,0,50,6749,
1019-OYMJ,Male,No,Yes,No,1,United States,California,Kyleborough,54421,"59.8008315, -141.086112",34.675332,76.870403,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Yes,Credit card,Two year,52,83.04,4318.08,No,0,76,7064,
5038-JAWH,Male,Yes,Yes,No,1,United States,California,Hamptonchester,28274,"69.222902, -124.096120",-52.5779155,147.042504,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Bank transfer,Two year,57,106.12,6048.84,No,0,96,3101,
3426-KGDO,Male,No,No,No,1,United States,California,South Destinyton,87580,"6.316005, 45.681112",20.7879245,-88.194302,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Mailed check,Month-to-month,20,67.11,1342.2,No,0,65,6697,
9607-EZOH,Female,No,No,Yes,1,United States,California,Scottmouth,43025,"1.4665385, -95.489703",17.684304,-153.078417,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,No,Bank transfer,Two year,4,22.16,88.64,No,0,43,5671,
8016-LOIO,Female,Yes,Yes,Yes,1,United States,California,West Lindaport,52490,"-8.2346415, 89.579156",17.35697,168.601985,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,No,Bank transfer,Month-to-month,31,49.42,1532.02,Yes,1,70,6015,Moved
8273-OKKQ,Male,Yes,Yes,No,1,United States,California,Fosterland,26509,"78.0820855, -3.986905",73.170029,136.061391,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Yes,Bank transfer,Two year,10,29.88,298.8,Yes,1,20,2037,
2608-URLY,Female,No,No,No,1,United States,California,Martinville,80860,"-76.7518235, -64.646331",-83.9589505,40.824567,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Bank transfer,Two year,37,117.24,4337.88,No,0,44,4898,
5836-NKKQ,Female,No,No,No,1,United States,California,Lowerybury,86743,"28.760883, 114.963118",-9.689904,-103.396879,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,No,Electronic check,Month-to-month,72,109.13,7857.36,Yes,1,57,7390,Moved
1229-NQCW,Male,Yes,No,Yes,1,United States,California,Murphystad,57487,"70.6181925, -134.739008",-56.720618,153.443248,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,No,Electronic check,Month-to-month,15,71.75,1076.25,Yes,1,76,2514,Moved
2853-YRQD,Female,No,Yes,No,1,United States,California,East Lori,26924,"76.066941, -156.498144",-47.208404,76.281529,No,No,No,Yes,No internet service,No internet service,No,No,No,No,Electronic check,One year,56,116.66,6532.96,Yes,1,39,3352,Competitor made better offer
8096-ULTE,Male,No,Yes,Yes,1,United States,California,East Shelbystad,43444,"-53.173753, 59.829972",10.223906,99.503008,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,No internet service,Yes,Mailed check,One year,70,111.69,7818.3,No,0,35,3212,
3511-RXNK,Male,No,No,Yes,1,United States,California,Petersonfort,37329,"12.2185145, -68.815909",-79.709496,-91.920167,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Yes,Bank transfer,Two year,1,58.85,58.85,Yes,1,81,7673,Moved
2215-HRIP,Female,Yes,No,No,1,United States,California,Lake Christophertown,97718,"-59.8187815, 126.485439",48.375323,-169.942021,No,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Bank transfer,One year,60,73.26,4395.6,No,0,86,6239,
3514-QFYF,Female,No,Yes,Yes,1,United States,California,Richardtown,26708,"89.827396, 42.975707",-54.662338,-1.083362,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Yes,Credit card,One year,5,55.03,275.15,Yes,1,54,2660,Moved
3592-ZGHT,Female,No,Yes,Yes,1,United States,California,Roseville,56321,"-22.903512, -151.517215",55.2286255,1.615665,No,No,No,No internet service,Yes,No internet service,No internet service,No,No,Yes,Electronic check,Two year,71,20.45,1451.95,Yes,1,17,3493,Moved
7179-LMPE,Male,No,No,No,1,United States,California,Melanieton,50056,"-60.2089655, 11.978839",24.8195,7.706718,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,No,Bank transfer,Month-to-month,65,21.25,1381.25,Yes,1,50,2531,
9670-QKVB,Female,No,No,Yes,1,United States,California,Lake Crystal,22585,"-79.3094315, 159.282532",46.3716795,139.854917,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,Yes,Electronic check,Two year,49,24.59,1204.91,No,0,6,4371,
